Estimate.Intercept,Est.Error.Intercept,Q2.5.Intercept,Q97.5.Intercept,nuts_2
0.7189137946686086,0.3036851568182941,0.13521339835357568,1.3271497013652118,UKI5
1.0803646586058333,0.2938266368565642,0.5079176556645806,1.6553369635640236,UKI6
-0.22877446243103827,0.2957090909533994,-0.7872051162062075,0.36546229820576775,UKI7
0.3170884199023105,0.24583202462735387,-0.1470857278845147,0.8182109603698086,UKJ1
1.0979478912907543,0.2581655547756471,0.5977524665611111,1.6159292983784217,UKJ2
0.5334344893938506,0.2502202613925034,0.059698700823357424,1.0442400629645086,UKJ3
0.2521963828046489,0.2386231441383826,-0.20316481496590633,0.7340907611937048,UKJ4
0.10260506905404473,0.25207476848432625,-0.37707021439177896,0.6094605234200315,UKK1
0.9080659980945406,0.23303411033174787,0.4822976263388028,1.384025339795599,UKK2
0.30003399874598263,0.24265404642836988,-0.15915314767143243,0.7965796840263837,UKK3
0.6523593915323229,0.23362737231017347,0.19556289595378915,1.1203663785112041,UKK4
-0.134693208617697,0.249625605249182,-0.6155438161763422,0.35952985245697294,UKL1
-0.2987133960871436,0.23883651859326832,-0.7520498724387537,0.19467995813158565,UKL2
0.7580879635717084,0.2526292056177908,0.2706456626061461,1.260265733819528,UKM2
-0.04975407271822146,0.23730989431137609,-0.4988192228840542,0.4363513384040435,UKM3
-0.03432313005739208,0.2761305923631762,-0.5548161239538734,0.523312827059772,UKM5
0.596573399615849,0.28370060067864317,0.04932897201578282,1.1487935906178006,UKM6
0.030697473540145497,0.26637119792922564,-0.48028715509665054,0.5608215030728789,UKN0
